hidden_layer_sizes,max_epoch,learning_rate_init,max_error,trial,mean_cv_accuracy,train_accuracy,test_accuracy
"[30, 30, 20, 1]",1000,0.5,0.1,4,0.952553951249806,0.956140350877193,0.9557522123893806
"[30, 30, 20, 1]",1000,0.5,0.1,5,0.952553951249806,0.956140350877193,0.9557522123893806
"[30, 20, 1]",100,0.7,0.01,1,0.9736221083682658,0.9912280701754386,0.9646017699115044
"[30, 20, 1]",100,0.7,0.01,2,0.9736221083682658,0.9912280701754386,0.9646017699115044
"[30, 20, 1]",100,0.7,0.01,3,0.9736221083682658,0.9912280701754386,0.9646017699115044
"[30, 20, 1]",100,0.7,0.01,4,0.9736221083682658,0.9912280701754386,0.9646017699115044
"[30, 20, 1]",100,0.7,0.01,5,0.9736221083682658,0.9912280701754386,0.9646017699115044
"[30, 20, 1]",100,0.7,0.05,1,0.9630802670392796,0.9714912280701754,0.9557522123893806
"[30, 20, 1]",100,0.7,0.05,2,0.9630802670392796,0.9714912280701754,0.9557522123893806
"[30, 20, 1]",100,0.7,0.05,3,0.9630802670392796,0.9714912280701754,0.9557522123893806
"[30, 20, 1]",100,0.7,0.05,4,0.9630802670392796,0.9714912280701754,0.9557522123893806
"[30, 20, 1]",100,0.7,0.05,5,0.9630802670392796,0.9714912280701754,0.9557522123893806
"[30, 20, 1]",100,0.7,0.1,1,0.956047197640118,0.9605263157894737,0.9469026548672567
"[30, 20, 1]",100,0.7,0.1,2,0.956047197640118,0.9605263157894737,0.9469026548672567
"[30, 20, 1]",100,0.7,0.1,3,0.956047197640118,0.9605263157894737,0.9469026548672567
"[30, 20, 1]",100,0.7,0.1,4,0.956047197640118,0.9605263157894737,0.9469026548672567
"[30, 20, 1]",100,0.7,0.1,5,0.956047197640118,0.9605263157894737,0.9469026548672567
"[30, 20, 1]",500,0.7,0.01,1,0.9736221083682658,0.9912280701754386,0.9646017699115044
"[30, 20, 1]",500,0.7,0.01,2,0.9736221083682658,0.9912280701754386,0.9646017699115044
"[30, 20, 1]",500,0.7,0.01,3,0.9736221083682658,0.9912280701754386,0.9646017699115044
"[30, 20, 1]",500,0.7,0.01,4,0.9736221083682658,0.9912280701754386,0.9646017699115044
"[30, 20, 1]",500,0.7,0.01,5,0.9736221083682658,0.9912280701754386,0.9646017699115044
"[30, 20, 1]",500,0.7,0.05,1,0.9630802670392796,0.9714912280701754,0.9557522123893806
"[30, 20, 1]",500,0.7,0.05,2,0.9630802670392796,0.9714912280701754,0.9557522123893806
"[30, 20, 1]",500,0.7,0.05,3,0.9630802670392796,0.9714912280701754,0.9557522123893806
"[30, 20, 1]",500,0.7,0.05,4,0.9630802670392796,0.9714912280701754,0.9557522123893806
"[30, 20, 1]",500,0.7,0.05,5,0.9630802670392796,0.9714912280701754,0.9557522123893806
"[30, 20, 1]",500,0.7,0.1,1,0.956047197640118,0.9605263157894737,0.9469026548672567
"[30, 20, 1]",500,0.7,0.1,2,0.956047197640118,0.9605263157894737,0.9469026548672567
"[30, 20, 1]",500,0.7,0.1,3,0.956047197640118,0.9605263157894737,0.9469026548672567
"[30, 20, 1]",500,0.7,0.1,4,0.956047197640118,0.9605263157894737,0.9469026548672567
"[30, 20, 1]",500,0.7,0.1,5,0.956047197640118,0.9605263157894737,0.9469026548672567
"[30, 20, 1]",1000,0.7,0.01,1,0.9736221083682658,0.9912280701754386,0.9646017699115044
"[30, 20, 1]",1000,0.7,0.01,2,0.9736221083682658,0.9912280701754386,0.9646017699115044
"[30, 20, 1]",1000,0.7,0.01,3,0.9736221083682658,0.9912280701754386,0.9646017699115044
"[30, 20, 1]",1000,0.7,0.01,4,0.9736221083682658,0.9912280701754386,0.9646017699115044
"[30, 20, 1]",1000,0.7,0.01,5,0.9736221083682658,0.9912280701754386,0.9646017699115044
"[30, 20, 1]",1000,0.7,0.05,1,0.9630802670392796,0.9714912280701754,0.9557522123893806
"[30, 20, 1]",1000,0.7,0.05,2,0.9630802670392796,0.9714912280701754,0.9557522123893806
"[30, 20, 1]",1000,0.7,0.05,3,0.9630802670392796,0.9714912280701754,0.9557522123893806
"[30, 20, 1]",1000,0.7,0.05,4,0.9630802670392796,0.9714912280701754,0.9557522123893806
"[30, 20, 1]",1000,0.7,0.05,5,0.9630802670392796,0.9714912280701754,0.9557522123893806
"[30, 20, 1]",1000,0.7,0.1,1,0.956047197640118,0.9605263157894737,0.9469026548672567
"[30, 20, 1]",1000,0.7,0.1,2,0.956047197640118,0.9605263157894737,0.9469026548672567
"[30, 20, 1]",1000,0.7,0.1,3,0.956047197640118,0.9605263157894737,0.9469026548672567
"[30, 20, 1]",1000,0.7,0.1,4,0.956047197640118,0.9605263157894737,0.9469026548672567
"[30, 20, 1]",1000,0.7,0.1,5,0.956047197640118,0.9605263157894737,0.9469026548672567
"[30, 30, 20, 1]",100,0.7,0.01,1,0.9630336904207422,0.9802631578947368,0.9292035398230089
"[30, 30, 20, 1]",100,0.7,0.01,2,0.9630336904207422,0.9802631578947368,0.9292035398230089
"[30, 30, 20, 1]",100,0.7,0.01,3,0.9630336904207422,0.9802631578947368,0.9292035398230089
"[30, 30, 20, 1]",100,0.7,0.01,4,0.9630336904207422,0.9802631578947368,0.9292035398230089
"[30, 30, 20, 1]",100,0.7,0.01,5,0.9630336904207422,0.9802631578947368,0.9292035398230089
"[30, 30, 20, 1]",100,0.7,0.05,1,0.9700978108989288,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",100,0.7,0.05,2,0.9700978108989288,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",100,0.7,0.05,3,0.9700978108989288,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",100,0.7,0.05,4,0.9700978108989288,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",100,0.7,0.05,5,0.9700978108989288,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",100,0.7,0.1,1,0.9525539512498058,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",100,0.7,0.1,2,0.9525539512498058,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",100,0.7,0.1,3,0.9525539512498058,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",100,0.7,0.1,4,0.9525539512498058,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",100,0.7,0.1,5,0.9525539512498058,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",500,0.7,0.01,1,0.9630336904207422,0.9802631578947368,0.9292035398230089
"[30, 30, 20, 1]",500,0.7,0.01,2,0.9630336904207422,0.9802631578947368,0.9292035398230089
"[30, 30, 20, 1]",500,0.7,0.01,3,0.9630336904207422,0.9802631578947368,0.9292035398230089
"[30, 30, 20, 1]",500,0.7,0.01,4,0.9630336904207422,0.9802631578947368,0.9292035398230089
"[30, 30, 20, 1]",500,0.7,0.01,5,0.9630336904207422,0.9802631578947368,0.9292035398230089
"[30, 30, 20, 1]",500,0.7,0.05,1,0.9700978108989288,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",500,0.7,0.05,2,0.9700978108989288,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",500,0.7,0.05,3,0.9700978108989288,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",500,0.7,0.05,4,0.9700978108989288,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",500,0.7,0.05,5,0.9700978108989288,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",500,0.7,0.1,1,0.9525539512498058,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",500,0.7,0.1,2,0.9525539512498058,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",500,0.7,0.1,3,0.9525539512498058,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",500,0.7,0.1,4,0.9525539512498058,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",500,0.7,0.1,5,0.9525539512498058,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",1000,0.7,0.01,1,0.9630336904207422,0.9802631578947368,0.9292035398230089
"[30, 30, 20, 1]",1000,0.7,0.01,2,0.9630336904207422,0.9802631578947368,0.9292035398230089
"[30, 30, 20, 1]",1000,0.7,0.01,3,0.9630336904207422,0.9802631578947368,0.9292035398230089
"[30, 30, 20, 1]",1000,0.7,0.01,4,0.9630336904207422,0.9802631578947368,0.9292035398230089
"[30, 30, 20, 1]",1000,0.7,0.01,5,0.9630336904207422,0.9802631578947368,0.9292035398230089
"[30, 30, 20, 1]",1000,0.7,0.05,1,0.9700978108989288,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",1000,0.7,0.05,2,0.9700978108989288,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",1000,0.7,0.05,3,0.9700978108989288,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",1000,0.7,0.05,4,0.9700978108989288,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",1000,0.7,0.05,5,0.9700978108989288,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",1000,0.7,0.1,1,0.9525539512498058,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",1000,0.7,0.1,2,0.9525539512498058,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",1000,0.7,0.1,3,0.9525539512498058,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",1000,0.7,0.1,4,0.9525539512498058,0.9758771929824561,0.9557522123893806
"[30, 30, 20, 1]",1000,0.7,0.1,5,0.9525539512498058,0.9758771929824561,0.9557522123893806
